filename,folder #,chroma_stft,mel,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
DS250025Q1.wav,2,0.523619056,0.048635777,-557.8170776,36.98210907,10.63338089,24.45102501,6.48974514,6.372412682,-3.142990828,1.774722576,0.923065186,4.150722027,-3.976274729,3.779201031,0.94297874,4.05564785,-0.050806481,0.971186101,-3.360807657,2.303726196,-2.105032206,1.039001942,neutral
DS250025Q2.wav,2,0.442462146,0.137391731,-455.8868713,87.40841675,-0.311609536,20.46484375,10.90105629,4.592587948,-6.784636974,1.602970839,-1.406339765,3.092967749,-1.726561308,3.923574448,4.152895927,4.769304276,-1.219442964,2.840489388,-6.334509373,1.657541275,-1.139110923,-0.183750272,neutral
DS250025Q3.wav,2,0.519385636,0.038394582,-594.4071045,51.03144455,1.276477814,12.63622475,8.117246628,3.440528393,-1.963360071,2.35317874,-0.324212104,2.883780718,-0.903391659,4.175457001,2.628620148,2.316234112,-0.403848857,1.58434093,-3.727712631,1.343260646,-0.705031574,-0.2231327,negative
DS250025Q4.wav,2,0.502764463,0.051812038,-581.4555664,53.47682953,2.870681047,13.65126228,7.330792427,2.868249655,-5.559989929,1.340960741,-0.824886382,3.528591871,0.713576615,2.885121822,2.372942686,3.299405575,0.499894768,2.186397076,-5.228302002,0.236747324,0.221486136,0.372492313,negative
DS250025Q5.wav,2,0.451482743,0.166320607,-392.3992004,100.220787,9.657567978,29.94806099,15.6547308,9.05862236,-5.144360542,2.646825075,0.202102751,5.495931625,-0.963928401,4.543006897,2.360062599,4.182476044,-0.043736871,2.862635374,-6.392673969,1.577703953,-1.045754075,2.543181658,neutral
DS250025Q6.wav,2,0.440470755,0.155103549,-430.8838501,89.62606049,6.062160492,26.01191139,12.70443249,5.901084423,-7.493341923,2.623571873,-0.072389089,4.579972267,-0.133792743,3.377956629,2.764146566,3.82587719,0.239515975,2.655266047,-6.920656204,-0.036271278,-0.308073848,1.726990104,neutral
DS250025Q7.wav,2,0.480967999,0.066702582,-494.3014221,73.44478607,9.495826721,22.93175697,12.35787868,6.561021328,1.663772583,6.42263937,-0.245610237,4.224538326,-0.531433821,5.52374649,2.922488451,1.715519547,-1.212656975,1.963878989,-4.129884243,1.288068414,-1.812518001,1.354040742,neutral
DS250025Q8.wav,2,0.42634812,0.132183596,-460.2584229,87.18270874,3.411818743,24.08502579,14.38514709,3.793025255,-11.23881817,-0.480834782,-1.57727766,4.172027111,-1.259768248,4.23789978,3.876091719,4.378281593,-0.363188863,3.856574059,-6.447544575,-0.089988589,0.161259726,0.616067946,positive
DS250025Q9.wav,2,0.494390905,0.044982158,-505.6662903,65.24285126,9.550163269,22.04823112,13.13435745,6.20461607,0.539335012,6.03344059,0.904468834,4.127855778,0.587236881,3.478722095,1.415560246,1.641871929,0.03163065,1.094182372,-3.542205334,1.198416948,-1.177816749,1.195030093,positive
DS250025Q10.wav,2,0.459144533,0.104534037,-456.8294067,74.73381805,8.914528847,26.77246094,14.94765568,5.312958717,-2.554994583,5.095811844,-0.981555939,4.413193226,-3.003344774,3.784980536,2.912392378,2.999163151,-0.395618647,2.896015167,-4.856125355,2.142411709,-2.159591675,1.304422736,neutral
